CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12,CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12 href,CompactOpportunityCardsc__NotDisclosedMessage-sc-dkg8my-27,TagStyle__TagContent-sc-66xi2f-0,TagStyle__TagContentWrapper-sc-r1wv7a-1,TagStyle__TagContentWrapper-sc-r1wv7a-1 2,TagStyle__TagContentWrapper-sc-r1wv7a-1 3,TagStyle__TagContentWrapper-sc-r1wv7a-1 4,TagStyle__TagContentWrapper-sc-r1wv7a-1 5,ThumborImagesc__CustomImage-sc-1uzwahj-0 src,stylessc__ShieldBadge-sc-1cbkdr9-1 src,CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14,CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14 href,CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13,CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href,CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 2,CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href 2,CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 3,CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href 3,CompactOpportunityCardsc__UpdatedAtMessage-sc-dkg8my-26,CompactOpportunityCardsc__SalaryWrapper-sc-dkg8my-32
IT System Analyst,https://glints.com/id/opportunities/jobs/it-system-analyst/7ece4199-19e2-4f12-a54b-8c0c740e286d?utm_referrer=explore&traceInfo=190c7f1c-deb0-4bae-9d61-278b4e3b994d,,,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Agile Methodologies,6,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/958cf92de94e877492687f727c900272.jpeg,,Skyfy Studio,https://glints.com/id/companies/skyfy-studio/705792bd-15c8-4856-9b05-ac1984ff2a17,Kebon Jeruk,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/kebon-jeruk,Jakarta Barat,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,16 hari yang lalu,Rp 10 jt-20 jt
System Analyst/Engineer,https://glints.com/id/opportunities/jobs/system-analyst-engineer/a2fc882e-3b1e-459c-adf8-25e0f1f3b1e9?utm_referrer=explore&traceInfo=190c7f1c-deb0-4bae-9d61-278b4e3b994d,,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Linux System Administration,5,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3034796a0e59a189690a6c762509a696.jpg,,PT Digital Sinergi Perkasa,https://glints.com/id/companies/pt-digital-sinergi-perkasa/337e5344-741d-437d-b571-861f113463e0,Grogol Petamburan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/grogol-petamburan,Jakarta Barat,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,17 hari yang lalu,"Rp 4,5 jt-5,5 jt"
Admin Data Entry,https://glints.com/id/opportunities/jobs/admin-data-entry/95cbf176-b41a-4f97-809f-b6ef0be3137b?utm_referrer=explore&traceInfo=190c7f1c-deb0-4bae-9d61-278b4e3b994d,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Teamwork,4,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/7127ed8c1d4118ab73bf34a5c507cb41.jpeg,https://glints.com/images/icons/vip-badge.svg,Speicher Concepts,https://glints.com/id/companies/speicher-concepts/20c6a0e7-abd9-4bc2-b6ed-ada2485abfa3,Parongpong,https://glints.com/id/job-location/indonesia/jawa-barat/kab-bandung-barat/parongpong,Kab. Bandung Barat,https://glints.com/id/job-location/indonesia/jawa-barat/kab-bandung-barat,Jawa Barat,https://glints.com/id/job-location/indonesia/jawa-barat,23 hari yang lalu,"Rp 1,5 jt-2,5 jt"
Magang Credit Analyst,https://glints.com/id/opportunities/jobs/magang-credit-analyst/afdae430-0b5f-4fd7-85fc-5f8122399c7c?utm_referrer=explore&traceInfo=190c7f1c-deb0-4bae-9d61-278b4e3b994d,,,Magang,1 – 3 tahun,Minimal Diploma (D1 - D4),Teamwork,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/58f0c190d01f5b810cb6b798181297c7.jpg,,PT Parinama Simfoni Indonesia,https://glints.com/id/companies/pt-parinama-simfoni-indonesia/3596adfa-c641-45fc-9967-c807da4beda6,Bandung Kidul,https://glints.com/id/job-location/indonesia/jawa-barat/bandung/bandung-kidul,Bandung,https://glints.com/id/job-location/indonesia/jawa-barat/bandung,Jawa Barat,https://glints.com/id/job-location/indonesia/jawa-barat,Kemarin,"Rp 2,2 jt-3 jt"
IT Business Analyst (for Insurance industry),https://glints.com/id/opportunities/jobs/it-business-analyst-for-insurance-industry/1eeeaab8-9401-454e-822a-d5c7d1219afd?utm_referrer=explore&traceInfo=190c7f1c-deb0-4bae-9d61-278b4e3b994d,,Perusahaan Premium,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),Csm,7,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3aba5816b8ecfbb79a395592af581035.png,https://glints.com/images/icons/vip-badge.svg,PT Sigma Global Teknologi,https://glints.com/id/companies/pt-sigma-global-teknologi/1cb01218-d1de-4e0c-b7a4-cb7865f3baae,Kebayoran Lama,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/kebayoran-lama,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,23 hari yang lalu,"Rp 5 jt-7,5 jt"
Social Media Analyst,https://glints.com/id/opportunities/jobs/social-media-analyst/8ad1b3c9-6384-4d89-a095-fd2b04e46227?utm_referrer=explore&traceInfo=190c7f1c-deb0-4bae-9d61-278b4e3b994d,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Analytical Skills,5,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/fb84a34cf1ec9cd7d4975777ac0b4768.png,,CV Perajutan Sahabat,https://glints.com/id/companies/cv-perajutan-sahabat/337cd844-58b2-41fc-b7d1-90e78453e93c,Dayeuhkolot,https://glints.com/id/job-location/indonesia/jawa-barat/kab-bandung/dayeuhkolot,Kab. Bandung,https://glints.com/id/job-location/indonesia/jawa-barat/kab-bandung,Jawa Barat,https://glints.com/id/job-location/indonesia/jawa-barat,Kemarin,"Rp 3,5 jt-4,5 jt"
Analisis Data Operasional,https://glints.com/id/opportunities/jobs/analisis-data-operasional/b341b55f-bb4f-40ce-aab3-97a380b06b7f?utm_referrer=explore&traceInfo=190c7f1c-deb0-4bae-9d61-278b4e3b994d,,,Penuh Waktu,Kurang dari setahun,Minimal Sarjana (S1),Teamwork,4,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/50375acd0d9b890dc1fc2d4339489ef4.jpeg,,Oma Opa Cakery,https://glints.com/id/companies/oma-opa-cakery/3380bb06-1f5d-41e3-af64-3ba0273f8205,Kapanewon Depok,https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/kab-sleman/kapanewon-depok,Kab. Sleman,https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/kab-sleman,DI Yogyakarta,https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja,7 hari yang lalu,"Rp 2,1 jt-2,3 jt"
Business Analyst Internship,https://glints.com/id/opportunities/jobs/business-analyst-internship/4d99e800-5235-47ad-b0b4-78fde348f5de?utm_referrer=explore&traceInfo=190c7f1c-deb0-4bae-9d61-278b4e3b994d,,Perusahaan Premium,Magang,Kurang dari setahun,Minimal Sarjana (S1),Data Analytics,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/fbf113b9a491318cbba2053cc9aff9ec.png,https://glints.com/images/icons/vip-badge.svg,PT Visionet Data Internasional,https://glints.com/id/companies/pt-visionet-data-internasional/685ebe79-7559-4050-9f0e-a88230859726,Karawaci,https://glints.com/id/job-location/indonesia/banten/tangerang/karawaci,Tangerang,https://glints.com/id/job-location/indonesia/banten/tangerang,Banten,https://glints.com/id/job-location/indonesia/banten,14 hari yang lalu,
Content Creator (Personal Assistant) Personal Colour Analyst,https://glints.com/id/opportunities/jobs/content-creator-personal-assistant-personal-colour-analyst/2324e245-16e4-4596-ae61-db8d287507c7?utm_referrer=explore&traceInfo=190c7f1c-deb0-4bae-9d61-278b4e3b994d,,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Positive Attitude,5,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/793c73bbb8fd3209f72e76d96185759a.jpeg,,24Tokyo,https://glints.com/id/companies/24tokyo/f9b8a575-b0d2-4f29-a888-4be18875c488,Penjaringan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-utara/penjaringan,Jakarta Utara,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-utara,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,10 hari yang lalu,"Rp 5,5 jt-7 jt"
Ads Analyst (Meta & Marketplace),https://glints.com/id/opportunities/jobs/ads-analyst-meta-and-marketplace/604cd85c-39bb-4be2-8d18-424ef75bdf32?utm_referrer=explore&traceInfo=190c7f1c-deb0-4bae-9d61-278b4e3b994d,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Meta Ads,8,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/f33b7efdd3b54dd7ebd9991bf91901ad.png,https://glints.com/images/icons/vip-badge.svg,PT. Raja Mitra Sehati,https://glints.com/id/companies/pt-raja-mitra-sehati/28aa61d6-ab2f-4aa8-a9a9-641bdb5c1ffd,Margahayu,https://glints.com/id/job-location/indonesia/jawa-barat/kab-bandung/margahayu,Kab. Bandung,https://glints.com/id/job-location/indonesia/jawa-barat/kab-bandung,Jawa Barat,https://glints.com/id/job-location/indonesia/jawa-barat,42 menit yang lalu,"Rp 3 jt-4,5 jt"
Finance Analyst,https://glints.com/id/opportunities/jobs/finance-analyst/a7e096d2-653a-4fee-939c-8b6d16e2bdc9?utm_referrer=explore&traceInfo=190c7f1c-deb0-4bae-9d61-278b4e3b994d,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Microsoft Office,4,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/4fdc8d85323423321545bbfcaa232464.png,,PT Pelayaran Surya Timur Line Group,https://glints.com/id/companies/pt-pelayaran-surya-timur-line-group/f6c69c94-3f5b-4079-9dc3-4fae1fcc4734,Krembangan,https://glints.com/id/job-location/indonesia/jawa-timur/surabaya/krembangan,Surabaya,https://glints.com/id/job-location/indonesia/jawa-timur/surabaya,Jawa Timur,https://glints.com/id/job-location/indonesia/jawa-timur,16 hari yang lalu,"Rp 3 jt-6,5 jt"
Senior IT Business Analyst,https://glints.com/id/opportunities/jobs/senior-it-business-analyst/b61205ad-b143-4803-bf47-22d0ce8f307e?utm_referrer=explore&traceInfo=190c7f1c-deb0-4bae-9d61-278b4e3b994d,,Perusahaan Premium,Kontrak,5 – 10 tahun,Minimal Sarjana (S1),Brd,5,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3aba5816b8ecfbb79a395592af581035.png,https://glints.com/images/icons/vip-badge.svg,PT Sigma Global Teknologi,https://glints.com/id/companies/pt-sigma-global-teknologi/1cb01218-d1de-4e0c-b7a4-cb7865f3baae,Setiabudi,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/setiabudi,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,Kemarin,Rp 13 jt-15 jt
Business Analyst - Banking Industry,https://glints.com/id/opportunities/jobs/business-analyst-banking-industry/ed377889-d8fa-4d05-97d7-dd3112b535a7?utm_referrer=explore&traceInfo=190c7f1c-deb0-4bae-9d61-278b4e3b994d,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),SDLC,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3aba5816b8ecfbb79a395592af581035.png,https://glints.com/images/icons/vip-badge.svg,PT Sigma Global Teknologi,https://glints.com/id/companies/pt-sigma-global-teknologi/1cb01218-d1de-4e0c-b7a4-cb7865f3baae,Pancoran,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/pancoran,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,7 hari yang lalu,Rp 10 jt-12 jt
Market Analyst Internship,https://glints.com/id/opportunities/jobs/market-analyst-internship/73e4162f-649b-4818-8ac5-376bc7c0cad8?utm_referrer=explore&traceInfo=190c7f1c-deb0-4bae-9d61-278b4e3b994d,,Perusahaan Premium,Magang,Kurang dari setahun,Minimal Diploma (D1 - D4),Data Monitoring,6,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/7ad859cc56c9e523d88e6dd0684d0515.png,https://glints.com/images/icons/vip-badge.svg,Turnkey Group,https://glints.com/id/companies/turnkey-group/00bc8c01-306d-4b28-81eb-d2054376b54e,Batu,https://glints.com/id/job-location/indonesia/jawa-timur/batu/batu,Batu,https://glints.com/id/job-location/indonesia/jawa-timur/batu,Jawa Timur,https://glints.com/id/job-location/indonesia/jawa-timur,16 hari yang lalu,Rp 2 jt-3 jt
Marketing Analyst,https://glints.com/id/opportunities/jobs/marketing-analyst/2d68eba1-9243-41f2-a7b9-12a77375444a?utm_referrer=explore&traceInfo=190c7f1c-deb0-4bae-9d61-278b4e3b994d,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Marketing Management,10,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/5319ee15162b5f9a7eb724bf0b8cc123.png,,Upscale Living,https://glints.com/id/companies/upscale-living/5e0bee50-8bc0-4afe-a653-817c580d1d35,Denpasar Timur,https://glints.com/id/job-location/indonesia/bali/denpasar/denpasar-timur,Denpasar,https://glints.com/id/job-location/indonesia/bali/denpasar,Bali,https://glints.com/id/job-location/indonesia/bali,7 hari yang lalu,Rp 3 jt-6 jt
Business Analyst Intern,https://glints.com/id/opportunities/jobs/business-analyst-intern/501be86b-94a6-47f6-aa4d-78c1e9ab8968?utm_referrer=explore&traceInfo=190c7f1c-deb0-4bae-9d61-278b4e3b994d,,,Magang,Kurang dari setahun,Minimal Sarjana (S1),Communication Skills,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/68ae00d5f83a8ff9315b2a3ece2b7dfa.jpg,,Pt. Ivonesia Solusi Data (ivosights),https://glints.com/id/companies/pt-ivonesia-solusi-data-ivosights/68880678-17cf-40d9-8b7e-aa6b53f28eea,Setiabudi,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/setiabudi,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,1 bulan yang lalu,Rp 2 jt
Senior Data Engineer,https://glints.com/id/opportunities/jobs/senior-data-engineer/a39f4344-dea4-4434-aff7-be0ca6145d48?utm_referrer=explore&traceInfo=190c7f1c-deb0-4bae-9d61-278b4e3b994d,,,Penuh Waktu,5 – 10 tahun,Minimal Sarjana (S1),ETL,13,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/dc6565aff438a9da6fbefd19b57d5095.png,,PT Sinergi Performa Cipta,https://glints.com/id/companies/pt-sinergi-performa-cipta/3f540bd2-9244-4683-8518-de81eb95e92e,Tangerang,https://glints.com/id/job-location/indonesia/banten/tangerang/tangerang,Tangerang,https://glints.com/id/job-location/indonesia/banten/tangerang,Banten,https://glints.com/id/job-location/indonesia/banten,2 hari yang lalu,Rp 15 jt-25 jt
Credit Analyst,https://glints.com/id/opportunities/jobs/credit-analyst/1ae7d852-398c-4b52-abdb-90a84670dca6?utm_referrer=explore&traceInfo=190c7f1c-deb0-4bae-9d61-278b4e3b994d,,,Kontrak,1 – 3 tahun,Minimal Diploma (D1 - D4),Credit Risk,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/a1ce2acf1af2c97655a38b939c38ab01.jpg,,PT Indodaya Alih Tama,https://glints.com/id/companies/pt-indodaya-alih-tama/4b4e6931-a246-4a57-8840-bd79cadf7f92,Serpong,https://glints.com/id/job-location/indonesia/banten/tangerang-selatan/serpong,Tangerang Selatan,https://glints.com/id/job-location/indonesia/banten/tangerang-selatan,Banten,https://glints.com/id/job-location/indonesia/banten,8 hari yang lalu,"Rp 4,5 jt-5 jt"
IT Business Analyst (Female) - Mining Industry (ASAP),https://glints.com/id/opportunities/jobs/it-business-analyst-female-mining-industry-asap/75ac8e7d-fa87-4e85-9b7a-8388b50696c9?utm_referrer=explore&traceInfo=190c7f1c-deb0-4bae-9d61-278b4e3b994d,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Business Analysis,4,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3aba5816b8ecfbb79a395592af581035.png,https://glints.com/images/icons/vip-badge.svg,PT Sigma Global Teknologi,https://glints.com/id/companies/pt-sigma-global-teknologi/1cb01218-d1de-4e0c-b7a4-cb7865f3baae,Pulogadung,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-timur/pulogadung,Jakarta Timur,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-timur,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,2 hari yang lalu,"Rp 7 jt-8,5 jt"
Electrical Engineer Data Center,https://glints.com/id/opportunities/jobs/electrical-engineer-data-center/8401ac1c-1c0f-448f-8c24-72194ce07980?utm_referrer=explore&traceInfo=190c7f1c-deb0-4bae-9d61-278b4e3b994d,,,Penuh Waktu,3 – 5 tahun,Minimal Diploma (D1 - D4),Electrical,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/c86090bd57570db4fd840025c5aaabe2.png,,PT Lotus Lestari Raya (Lotus Solusindo),https://glints.com/id/companies/pt-lotus-lestari-raya-lotus-solusindo/5759c7f4-663b-4484-902f-f18e270a495b,Cikarang Utara,https://glints.com/id/job-location/indonesia/jawa-barat/kab-bekasi/cikarang-utara,Kab. Bekasi,https://glints.com/id/job-location/indonesia/jawa-barat/kab-bekasi,Jawa Barat,https://glints.com/id/job-location/indonesia/jawa-barat,27 hari yang lalu,Rp 10 jt-12 jt
Technical Infrastructure Data Center,https://glints.com/id/opportunities/jobs/technical-infrastructure-data-center/861c77b9-2669-4734-859c-110f05e15092?utm_referrer=explore&traceInfo=190c7f1c-deb0-4bae-9d61-278b4e3b994d,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),CCNA,6,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/f0d148811be2e9642cfcbd2277d79fdb.png,,PT EZSVS Technology Indonesia,https://glints.com/id/companies/pt-ezsvs-technology-indonesia/c6a88d2a-15f5-4b31-8a98-bad02d8d6a29,Kebayoran Baru,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/kebayoran-baru,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,1 bulan yang lalu,Rp 8 jt-12 jt
Supervisor Proyek,https://glints.com/id/opportunities/jobs/supervisor-proyek/ebc1c151-359e-4388-b0c6-b274675a41dd?utm_referrer=explore&traceInfo=190c7f1c-deb0-4bae-9d61-278b4e3b994d,,Perusahaan Premium,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),Project Coordination,4,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/583a9f399049d3fe7c183611d6c2266b.jpg,https://glints.com/images/icons/vip-badge.svg,Mata Air Persada,https://glints.com/id/companies/mata-air-persada/2338047e-e27a-4fb8-bcbf-0e192fd75eeb,Tanah Abang,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat/tanah-abang,Jakarta Pusat,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,9 hari yang lalu,
Transaction Monitoring Analyst,https://glints.com/id/opportunities/jobs/transaction-monitoring-analyst/fdb3cb9e-3a5e-4844-a125-9080005ace57?utm_referrer=explore&traceInfo=190c7f1c-deb0-4bae-9d61-278b4e3b994d,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Fraud Analysis,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/06cdbc8295190db5c8af8386f875f5e4.png,,PT CTXG Indonesia Berkarya,https://glints.com/id/companies/pt-ctxg-indonesia-berkarya/42988440-f9cb-40ea-8f6e-4f70ba6629d6,Kebayoran Baru,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/kebayoran-baru,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,3 hari yang lalu,Rp 5 jt-8 jt
IT Business Analyst,https://glints.com/id/opportunities/jobs/it-business-analyst/24a0d474-916e-43a0-878b-8255aa96d4e7?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),GIT,9,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/f0149be9073f421da6cb463f0494fb1c.png,,Pt. Swadharma Duta Data,https://glints.com/id/companies/pt-swadharma-duta-data/94b5eb9d-915c-4628-b1b9-8abbbc83ea54,Grogol Petamburan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/grogol-petamburan,Jakarta Barat,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,Kemarin,Rp 6 jt-8 jt
IT System Analyst,https://glints.com/id/opportunities/jobs/it-system-analyst/7ece4199-19e2-4f12-a54b-8c0c740e286d?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Agile Methodologies,6,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/958cf92de94e877492687f727c900272.jpeg,,Skyfy Studio,https://glints.com/id/companies/skyfy-studio/705792bd-15c8-4856-9b05-ac1984ff2a17,Kebon Jeruk,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/kebon-jeruk,Jakarta Barat,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,16 hari yang lalu,Rp 10 jt-20 jt
Data Entry,https://glints.com/id/opportunities/jobs/data-entry/b14cea8c-98a0-4cf3-bec1-6703f65ce2a1?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,,Penuh Waktu,1 – 3 tahun,Minimal SMA/SMK,Microsoft Excel,9,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/b177f50da0f998d973f73d698a7f113f.jpeg,,Gudang Jam,https://glints.com/id/companies/gudang-jam/a0461971-5f14-4df6-a69d-7af45efdc7ed,Bandung Wetan,https://glints.com/id/job-location/indonesia/jawa-barat/bandung/bandung-wetan,Bandung,https://glints.com/id/job-location/indonesia/jawa-barat/bandung,Jawa Barat,https://glints.com/id/job-location/indonesia/jawa-barat,Kemarin,Rp 2 jt-3 jt
System Analyst/Engineer,https://glints.com/id/opportunities/jobs/system-analyst-engineer/a2fc882e-3b1e-459c-adf8-25e0f1f3b1e9?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Linux System Administration,5,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3034796a0e59a189690a6c762509a696.jpg,,PT Digital Sinergi Perkasa,https://glints.com/id/companies/pt-digital-sinergi-perkasa/337e5344-741d-437d-b571-861f113463e0,Grogol Petamburan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/grogol-petamburan,Jakarta Barat,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,17 hari yang lalu,"Rp 4,5 jt-5,5 jt"
Admin Data Entry,https://glints.com/id/opportunities/jobs/admin-data-entry/78162d9a-4d83-4672-8c72-2887f10e660a?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,Perusahaan Premium,Penuh Waktu,Kurang dari setahun,Minimal SMA/SMK,Microsoft Office,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/43575523194bd31b6f4f0445f1416921.png,https://glints.com/images/icons/vip-badge.svg,DW Consulting,https://glints.com/id/companies/dw-consulting/482728c3-f24c-41c2-a13d-d7fc262ec713,Kalideres,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/kalideres,Jakarta Barat,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,Kemarin,"Rp 2,5 jt-3 jt"
Data Entry Intern,https://glints.com/id/opportunities/jobs/data-entry-intern/735f763c-4ae5-4a9b-b26c-ee2b81614315?utm_referrer=explore&traceInfo=9371a2f722cb3fd6a5eabd203aa347f5,,Perusahaan Premium,Magang,Kurang dari setahun,Minimal Sarjana (S1),Teamwork,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/293ab6f8693b407ff003d9335761b417.png,https://glints.com/images/icons/vip-badge.svg,PT. MEA DIGITAL MARKETING,https://glints.com/id/companies/pt-mea-digital-marketing/d0ae916d-b8b7-4eee-a4bc-b41f0534c241,Andir,https://glints.com/id/job-location/indonesia/jawa-barat/bandung/andir,Bandung,https://glints.com/id/job-location/indonesia/jawa-barat/bandung,Jawa Barat,https://glints.com/id/job-location/indonesia/jawa-barat,3 hari yang lalu,Rp 1 jt
